Label,Type,Description,Tag
Jason Jorjani,,,
Kode9,,,
Thomas Metzinger,,Western philosophy,Contemporary philosophy
Gilles Grelet,,,
Katerina Kolozova,Continental philosophy,Western philosophy,Contemporary
Jean Daniélou,,,
Kevin Hart (poet),,,
Gayle Rubin,,,
Monique Wittig,,,
Sara Ahmed,,,
Amy Allen (philosopher),,,
Jasbir Puar,,,
Pussy Riot,,,
Andrea Smith (academic),,,
Sandy Stone (artist),,,
Susan Stryker,,,
Elizabeth Grosz,Continental philosophy,Western philosophy,Contemporary philosophy
Tina Beattie,,,
Paul Redding,Analytic,Western philosophy,Contemporary philosophy
Diego Bubbio,Continental,Western philosophy,21st-century philosophy
Simon Lumsden,Continental,Western philosophy,Contemporary philosophy
David Wiggins,,,
Barry Stroud,Analytic philosophy,Western philosophy,21st-century philosophy
Miranda Fricker,Analytic philosophy,Western philosophy,Contemporary philosophy
Jonathan Dancy,Analytic,,Contemporary philosophy
Aristides Baltas,,,
Martin Hägglund,Continental philosophy,Western philosophy,Contemporary philosophy
Jennifer Hornsby,Analytic philosophy,,
Stephen Houlgate,Continental,Western philosophy,21st-century philosophy
Hannah Ginsborg,,,
Akeel Bilgrami,Analytic philosophy,Western philosophy,Contemporary philosophy
Jennifer Whiting,,,
Bell_hooks,,,
Kimberlé Crenshaw,,,
Charles W. Mills,,,20th-century philosophy
Amia Srinivasan,,,
Robert Audi,,,
Tom Beauchamp,,,
Bernard Gert,Analytic,Western philosophy,20th-century philosophy
Walter Sinnott-Armstrong,,,
Pragmatism,,,
Critical theory,,,
German idealism,,,
Francis Wolff,,,
James L. Guetti,,,
Lorenzo Ferrero,,,
Stefan Lorenz Sorgner,,,
Maurizio Ferraris,,,
Mother Teresa,,,
Jay Bakker,,,
Rob Bell,,,
Brian McLaren,,,
Phyllis Tickle,,,
Emerging church,,,
Edward S. Casey,Continental philosophy,Western Philosophy,20th-century philosophy
Robert B. Westbrook (historian),,,
Keith H. Basso,,,
Eugene Gendlin,,,
Fred Evans (philosopher),Continental philosophy,Western philosophy,21st-century philosophy
Bonnie Mann,Continental,Western philosophy,21st-century philosophy
Platonism,,,
Peter Suber,,,
George Yancy,Continental philosophy,,
Eric Hobsbawm,,,
Yannis Stavrakakis,,,
Aletta Norval,,,
Íñigo Errejón,,,
Claire Denis,,,
Divya Dwivedi,Deconstruction,,Contemporary philosophy
Roberto Esposito,Continental philosophy,,Contemporary philosophy
Werner Hamacher,,,
Ahmad Milad Karimi,,,
Shaj Mohan,Deconstruction,,Contemporary philosophy
Jacques Monod,,,
Johann Peter Eckermann,,,
Hélène Cixous,Continental philosophy,Western philosophy,Contemporary philosophy
Ed Miliband,,,
Richard David Precht,,Western philosophy,21st-century philosophy
James E. Fleming,,,
Albert Murray (writer),,,
Edward Feser,Analytical philosophy,Western philosophy,Contemporary philosophy
Postliberal theology,,,
Radical orthodoxy,,,
Édouard Hugon,Thomism,Western philosophy,20th-century philosophy
Réginald Garrigou-Lagrange,,,
Tommaso Maria Zigliara,,,
Zeferino González y Díaz Tuñón,,,
John Haldane (philosopher),Analytical Thomism,Western philosophy,20th-century philosophy
John Finnis,Thomism,Western philosophy,Contemporary philosophy
Samuel Devons,,,
Patricia Churchland,Analytic philosophy,Western philosophy,20th-
Francis Crick,,,
Fernand Braudel,,,
Margaret Archer,,,
Alister McGrath,,,
Patrick Baert,,,
Jonathan Smith (psychologist),,,
Buddhist philosophy,,,
Lucas Introna,,,
Ernst Kantorowicz,,,
Miguel Abensour,Continental philosophy,Western philosophy,Contemporary philosophy
Pierre Clastres,,,
Marshall Sahlins,,,
Richard Borshay Lee,,,
1999 Seattle WTO protests,,,
Green anarchism,,,
Everett Reimer,,,
Leopold Kohr,,,
Hugh of Saint Victor,Scholasticism,Western philosophy,Medieval philosophy
André Gorz,,Western philosophy,20th-century philosophy
Lee Felsenstein,,,
Wolfgang Sachs,,,
Barry Sanders (professor),,,
Bede,,,
Rabanus Maurus,,,
Rashi,,,
Ivo of Chartres,,,
William of Champeaux,Scholasticism,Western philosophy,Medieval philosophy
Anselm of Laon,Scholasticism,Western philosophy,Medieval philosophy
Roscellinus,,,
Bruno of Cologne,,,
Manegold of Lautenbach,,,
Gilbert de la Porrée,,,
Hugh of Amiens,,,
Claude Parent,,,
Daniel Ross (philosopher),,,
Ranajit Guha,,,
Mahasweta Devi,,,
Ahmad Shamlou,,,
Henry Louis Gates Jr.,,,
Jean Gebser,Phenomenology,,20th-century philosophy
Ramana Maharshi,,,
Pablo Picasso,,,
Federico García Lorca,,,
Georg Feuerstein,,,
Ralph Abraham (mathematician),,,
Daniel Pinchbeck,,,
Allan Combs,,,
Rudolf Bahro,,,
Hugo Enomiya-Lassalle,,,
Dale Jamieson,,,
Gregory Pence,,,
Julian Savulescu,Analytic philosophy,Western philosophy,Contemporary philosophy
James Rachels,Analytic philosophy,Western philosophy,Contemporary philosophy
Mylan Engel,Analytic philosophy,Western philosophy,21st-century philosophy
Steven Best,,,
Toby Ord,Western philosophy,,Contemporary philosophy
Bill Gates,,,
William MacAskill,,Western philosophy,Contemporary philosophy
Steven Pinker,,,
Joshua Greene (psychologist),,,
Lena Andersson (author),,,
Walter Block,,,
Jason Brennan,Analytic,Western philosophy,21st-century philosophy
Tamar Gendler,,,
Jan Narveson,Classical liberalism,Western philosophy,Contemporary philosophy
Rand Paul,,,
Ron Paul,,,
David Schmidtz,Libertarianism,Western philosophy,Contemporary philosophy
Peter Vallentyne,Analytic,Western philosophy,Contemporary philosophy
Tom Woods,,,
Bryan Caplan,,,
Vernon L. Smith,,,
Jules Coleman,,,
David Gauthier,Analytic,Western philosophy,Contemporary philosophy
Anthony de Jasay,,,
Geoffrey Sayre-McCord,,,
Sam Bankman-Fried,,,
John Broome (philosopher),Analytic philosophy,Western philosophy,Contemporary philosophy
Susan Stebbing,Analytic philosophy,Western philosophy,20th-century philosophy
Charles Kay Ogden,pragmatism,Western philosophy,Contemporary philosophy
Iván Werning,,,
Victoria Lady Welby,pragmatism,Western philosophy,19th-century philosophy
Susan Petrilli,Semiotics,Western philosophy,20th
Thomas Sebeok,,,
Augusto Ponzio,Semiotics,Western philosophy,20th
Arthur Conan Doyle,,,
Adam Schaff,Marxism,Western philosophy,20th-century philosophy
Giovanni Vailati,,,
Neo-Kantianism,,,
Max Planck,,,
Albert Blumberg,,,
Hans Hahn (mathematician),,,
Hans Thirring,,,
Walther Mayer,,,
Berlin Circle,,,
John O'Neill (philosopher),Analytic philosophy,Western philosophy,20th-century philosophy
James George Frazer,,,
Ron Mallon,Experimental philosophy,Western philosophy,Contemporary philosophy
Shaun Nichols,Experimental philosophy,Western philosophy,Contemporary philosophy
Naomi Zack,Continental philosophy,Western philosophy,21st-century philosophy
Paul E. Griffiths,,,
Sally Haslanger,Analytic philosophy,Western philosophy,Contemporary philosophy
Franz Joseph Gall,,,
Zenon Pylyshyn,Analytic philosophy,,20th-century philosophy
Paul Grice,Analytic philosophy,Western philosophy,20th-century philosophy
Stephen Schiffer,Analytic,Western philosophy,Contemporary philosophy
Dan Sperber,,,
Deirdre Wilson,,,
Stephen Neale,Analytic philosophy,Western philosophy,Contemporary philosophy
Jonathan Bennett (philosopher),,,
Kent Bach,,,
Stephen Levinson,,,
Harry Frankfurt,Analytic,Western philosophy,Contemporary philosophy
Susan R. Wolf,Analytic,Western philosophy,Contemporary philosophy
Pamela Hieronymi,Analytic,Western philosophy,Contemporary philosophy
John Martin Fischer,Analytic,Western philosophy,Contemporary philosophy
Julia Driver,,,
Carl Ginet,,,
Richard Brandt,Analytic,Western philosophy,Contemporary philosophy
David Albert,,,
Thomas Bayes,,,
Frank Sibley (philosopher),,,
Jerrold Levinson,,Western philosophy,Contemporary philosophy
Johann Plenge,Hegelianism,Western philosophy,20th-century philosophy
Karl Bücher,,,
H. G. Wells,,,
Paul Lensch,,,
Kurt Schumacher,,,
Graham Greene,,,
Latin Church,,Western Europe,
Pope Leo I,,,Nicene
Eastern Christianity,,,
Second Council of Nicaea,,,
Hesychasm,,,
Friedrich Kittler,,,
Dieter Claessens,,,
Rajneesh,,,
Marc Jongen,,,
Yana Milev,,,
Richard Sennett,,,
Fredy Perlman,,,
Pink Floyd,,,
Leonard Cohen,,,
Stefan George,,,
Friedrich Huch,,,
Alfred Schuler,,,
Julio Cortázar,,,
Hermann Hoffmann,,,
August Homburger,,,
Eugen Kahn,,,
Arthur Kronfeld,,,
Kurt Schneider,,,
Johannes Heinrich Schultz,,,
Karl Wolfskehl,,,
Immanuel Wallerstein,,,
Autonomous Administration of North and East Syria,,,
Kurdistan Workers' Party,,,
Kurdistan Free Life Party,,,
Kurdistan Communities Union,,,
James H. Cone,,,
James Baldwin,,,
Toni Morrison,,,
Eugene O'Neill,,,
Mary G. Dietz,,American philosophy,Contemporary philosophy
Joan Tronto,,,
Wendy Brown (political theorist),Continental philosophy,Western philosophy,Contemporary philosophy
Adolf Grünbaum,Analytic,Western philosophy,Contemporary philosophy
Jon Barwise,,,
Richard Montague,Analytic philosophy,Western philosophy,Contemporary philosophy
Alonzo Church,,,
C. Anthony Anderson,,,
John Lane Bell,,,
R. A. W. Rhodes,,,
Alan Finlayson,,,
Evandro Agazzi,Analytic,Western Philosophy,Contemporary philosophy
Gustavo Bontadini,,,
Ludovico Geymonat,,,
Herbert McCabe,Analytic philosophy,,20th-century philosophy
Rupert Cross,,,
Learned Hand,,,
Robert Alexy,,,
Jeremy Waldron,Analytic,Western philosophy,Contemporary philosophy
Alan Ryan,Analytic,Western philosophy,Contemporary philosophy
Marcus George Singer,,,
Marilyn Frye,,,
Mary Daly,,,
Susan Griffin,,,
Katrin Flikschuh,,,
Jean Améry,,,
Tom Regan,Analytic philosophy,Western philosophy,Contemporary philosophy
Robert Dahl,,,
Douglas W. Rae,,,
Arnold Toynbee (historian born 1852),,,
Max Bennett (scientist),,,
Clark Glymour,,,
Dale Pendell,,,
Thomas Szasz,,,
Nikola Pašić,,,
Ljubodrag Simonović,Marxist humanism,,Contemporary philosophy
Miloš N. Đurić,,,
Petar II Petrović-Njegoš,Romanticism,Balkans,19th century
Vasa Pelagić,,,
Dimitrije Tucović,,,
Radovan Nastić,,,
Ivan Ergić,,,
Serbian epic poetry,,,
Danilo I Metropolitan of Cetinje,,,
Sima Milutinović Sarajlija,,,
Ivan Mažuranić,,,
Stjepan Mitrov Ljubiša,,,
Marko Miljanov,,,
Mićo Ljubibratić,,,
Nicholas I of Montenegro,,,
Jovan Skerlić,,,
Laza Kostić,,,
Đura Jakšić,,,
Branko Radičević,,,
Vojislav Ilić,,,
Young Bosnia,,,
Vladimir Gaćinović,,,
Gavrilo Princip,,,
Ivo Andrić,,,
Nikolaj Velimirović,,,
Milovan Djilas,Marxism,Western philosophy,20th-century philosophy
Miloš Crnjanski,,,
Isidora Sekulić,,,
Danilo Kiš,,,
Svetozar Ćorović,,,
Dragomir Brajković,,,
Jevrem Brković,,,
Matija Bećković,,,
Amfilohije Metropolitan of Montenegro,,,
Josip Broz Tito,,,
James Fenimore Cooper,,,
Nikolai Gogol,,,
Ivan Turgenev,,,
Ivan Pavlov,,,
Nikolai Shelgunov,,,
Varfolomey Zaytsev,,,
Lamarckism,,,
Philosophy of biology,,,
Ted Cohen (philosopher),Analytic philosophy,Western philosophy,Contemporary philosophy
Allen W. Wood,Kantian ethics,Western philosophy,Contemporary philosophy
Eugen Rosenstock-Huessy,,,
Douglas John Hall,,,
James Doull,,,
Ahad Ha'am,,,
Moshe Idel,,,
Rivka Schatz Uffenheimer,,,
Michael Chabon,,,
Primo Levi,,,
Robert Frodeman,,,
György Márkus,Western Marxism,Western philosophy,20th-century philosophy
János Kis,,,
Reception theory,,,
Frithjof Bergmann,Continental philosophy,Western philosophy,20th-
Richard Schacht,,,
Ivan Soll,Continental Philosophy,Western Philosophy,20th
Alexander Nehamas,Continental philosophy,Western philosophy,Contemporary philosophy
Robert C. Solomon,Continental philosophy,Western philosophy,20th-
Anthony Weston,Pragmatism,Western philosophy,20th-
Mircea Eliade,,,
Dragoš Kalajić,,,
Jonathan Bowden,,,
August Strindberg,,,
Arthur Trebitsch,,,
Simonides of Ceos,,,
Ecclesiastes,,,
Claudio Magris,,,
Aldo Capitini,Nonviolence,,
Menander,,,
Torquato Tasso,,,
Vittorio Alfieri,,,
Pietro Giordani,,,
Giosuè Carducci,,,
Umberto Saba,,,
David Paul Drach,,,
Leopold von Ranke,,,
Lev Gumilev,Eurasianism,Russian philosophy,20th-century philosophy
John M. Hobson,,,
Halford Mackinder,,,
Ernst Niekisch,,,
S. M. Shirokogoroff,,,
Nikolay Vasilyevich Ustryalov,,,
Eduard Limonov,,,
Mateusz Piskorski,,,
Richard B. Spencer,,,
Nikolay Danilevsky,,,
Vladimir Vernadsky,,,
Fethullah Gülen,Hanafi,,
Pierre Renouvin,,,
Turgut Özal,,,
Konstantinos Karamanlis,,,
Ahmet Davutoğlu,,,
Deng Xiaoping,,,
Louis O. Kelso,,,
Peter Kreeft,Christian philosophy,Western philosophy,20th-century philosophy
Alice von Hildebrand,,,
John Zizioulas,,,
Louis Auguste Blanqui,,,
Lorenz Bruno Puntel,Continental philosophy,Western philosophy,20th-
Panagiotis Kondylis,Continental philosophy,Western philosophy,20th-century philosophy
Wolfgang Stegmüller,Analytic philosophy,Western philosophy,20th-century philosophy
Alan White (American philosopher),Continental philosophy,Western philosophy,Contemporary philosophy
Joseph D. Sneed,,,
Martine Nida-Rümelin,,,
Tao_Te_King,,,
Bronisław Malinowski,,,
Benedict Anderson,,,
Anthony D. Smith,,,
Michael Mann (sociologist),,,
John A. Hall,,,
Sinisa Malesevic,,,
Albert Kalthoff,,,
Javier Mariátegui,,,
Gustavo Gutiérrez,,,
Abimael Guzmán,,,
Jamal al-Din al-Afghani,,,
Alimin,,,
Indonesia,,,
Sukarno,,,
Adam Malik,,,
Chairul Saleh,,,
Sudirman,,,
Sukarni,,,
Wikana,,,
Mohammad Misbach,,,
Pramoedya Ananta Toer,,,
Goenawan Mohamad,,,
Asghar Ali Engineer,,,
Maulana Azad,,,
Saad Zaghloul,,,
Mirza Reza Kermani,,,
Mahmoud Taleghani,Jaʿfari,,
Muhammad al-Tahir ibn Ashur,,,
Mahmud Shaltut,,,
Mustafa al-Maraghi,,,
Azam Taleghani,,,
Al-Mutanabbi,,Arab world,Islamic Golden Age
Al-Ma%27arri,Deism,Middle Eastern philosophy,Medieval era
Jurji Zaydan,,,
Zaki al-Arsuzi,Ba'athism,Eastern philosophy,20th-century philosophy
Salah al-Din al-Bitar,,,
Akram al-Hawrani,,,
Ahmed Hassan al-Bakr,,,
Abdullah Rimawi,,,
Amin al-Hafiz,,,
Nureddin al-Atassi,,,
Salah Jadid,,,
Hafez al-Assad,,,
Fuad al-Rikabi,,,
Saddam Hussein,,,
Assem Qanso,,,
Izzat Ibrahim al-Douri,,,
Bashar al-Assad,,,
Antarah ibn Shaddad,,Al Jiwa,Pre-Islamic Arabia
Saleh (prophet),,,
Ibn Jinni,,,
Mahmoud Sami el-Baroudi,,,
Régis Blachère,,,
Mahmoud Mohamed Shaker,,,
Mahmoud Darwish,,,
Abd al-Wahhab Al-Bayati,,,
Mohammed Ridha Al-Shabibi,,,
Muhammad Mahdi al-Jawahiri,,,
Abu Tammam,,,
Taha Hussein,Modernism,,Modern
Turan Dursun,,,
Tayeb Salih,,,
Naguib Mahfouz,,,
Tahar Ben Jelloun,,,
Jacob Burckhardt,,Western philosophy,19th-century philosophy
Heinrich Wölfflin,,,
Johan Huizinga,,,
Werner Kaegi,,,
Heiner Müller,,,
Botho Strauss,,,
Asfa-Wossen Asserate,,,
Martin Mosebach,,,
Marc Fumaroli,,,
Georges Balandier,,,
Milman Parry,,,
Hrachia Acharian,,,
Marcel Cohen,,,
André Martinet,,,
Aurélien Sauvageot,,,
Lucien Tesnière,,,
Joseph Vendryes,,,
Albrecht Weber,,,
Justus von Liebig,,,
Josef Dobrovský,,,
Gustav Teichmüller,German idealism,Western philosophy,19th-century philosophy
W. R. Boyce Gibson,,,
Abel J. Jones,,,
Andrzej Towiański,,,
International Organisation of Good Templars,,,
The Salvation Army,,,
Jerzy Grotowski,,,
Moritz Geiger,,,
Sister Nivedita,,Indian philosophy,
Ernest Binfield Havell,,,
Abanindranath Tagore,,,
Nandalal Bose,,,
Asit Kumar Haldar,,,
Subramania Bharati,,,
Islamic studies,,,
Al_Ghazali,Shafiʿi,Nishapur,Islamic Golden Age
Hafsid dynasty,,,
Shah Abdul Aziz Dehlavi,,,
Rashid Ahmad Gangohi,,,
Muhammad Qasim Nanautavi,,,
Ubaidullah Sindhi,,,
Zakariyya Kandhlawi,,,
Karamat Ali Jaunpuri,,,
Fazl-e-Haq Khairabadi,,,
Muhammad Ishaq,,,
Abdul Latif Chowdhury Fultali,,,
Khalil Ahmad Saharanpuri,,,
Ashraf Ali Thanwi,,,
Ilyas Kandhlawi,,,
Majid Ali Jaunpuri,,Colonial India,
Hussain Ahmed Madani,,,
Muhammad Idris Kandhlawi,,,
Muhammad Yunus Jaunpuri,,,
Farid Uddin Masood,,,
Abdur Rahman ibn Yusuf Mangera,,United Kingdom,
Manzoor Nomani,,,
Yusuf Kandhlawi,,,era
Inamul Hasan Kandhlawi,,,
Muhammad Abdul Wahhab,,,
Iftikhar-ul-Hasan Kandhlawi,,,
Zubair ul Hassan Kandhlawi,,,
Muhammad Saad Kandhlawi,,,
Tariq Jamil,,,
Israr Ahmed,,,
Hafiz Patel,,,
Shabbir Ahmad Usmani,,,
Hakeem Muhammad Akhtar,,,
Bulleh Shah,,,
Syed Mir Hassan,,,
Ali al-Hujwiri,,,
Thomas Walker Arnold,,,
Muhammad Ali Jinnah,,,
Pakistan Movement,,,
Ale Ahmad Suroor,,,
Imran Khan,,,
Mohammad-Taqi Bahar,,,
Fateh Mohammad Malik,,,
Jawad Naqvi,,,
Faiz Ahmad Faiz,,,
Muhammad Ishaq Madni,,Pakistan,
Imran N. Hosein,,,
Khushwant Singh,,,
Taimur Rahman,,,
Syed Fakhruddin Ahmad,,British India,
Shukrullah Mubarakpuri,,,
Nizamuddin Asir Adrawi,,,
Qazi Athar Mubarakpuri,,,
Jamiat Ulema-e-Hind,,,
Mohammad Ali Jauhar,,,
Mahmud Hasan Deobandi,,,
Ahmad Hasan Amrohi,,,
Abdul Wahid Bengali,,,
List of Darul Uloom Deoband alumni,,,
List of students of Mahmud Hasan Deobandi,,,
Deobandi movement,,,
Sufi Azizur Rahman,,,
Abdul Hamid Madarshahi,,,
Shah Ahmad Hasan,,,
Ibn al-Sam'ani,,,
Albert Libertad,,,
Malthusianism,,,
La_Revista_Blanca,,,
Bruno Filippi,,,
Severino Di Giovanni,,,
Louis Guilloux,,,
Silvio Gesell,,,
George Gurdjieff,Fourth Way,,
Charles Fort,,,
John C. Lilly,,,
Alan Moore,,,
Daisy Eris Campbell,,,
Meetings_with_Remarkable_Men,,,
Beelzebub%27s_Tales_to_His_Grandson,,,
Nasreddin,,,
Alfred Richard Orage,,,
Jean Toomer,,,
P. L. Travers,,,
Peter Brook,,,
René Daumal,,,
Katherine Mansfield,,,
Keith Jarrett,,,
James Moore (Cornish author),,,
Philip Mairet,,,
Barry Long,,,
Arnaud Desjardins,,,
John Anthony West,,,
Franco Battiato,,,
Friedrich Fröbel,,Western philosophy,Modern philosophy
William James Sidis,,,
Constance Abernathy,,,
Ruth Asawa,,,
James T. Baldwin,,,
Stewart Brand,,,
Joseph Clinton,,,
Medard Gabel,,,
David Johnston (builder),,,
Ted Nelson,,,
Peter Jon Pearce,,,
Shoji Sadao,,,
Edwin Schlossberg,,,
Kenneth Snelson,,,
Johann Heinrich Pestalozzi,German Romanticism,Western philosophy,19th-century philosophy
Gabriele D'Annunzio,,,
Hassan II of Alamut,,,
Noble Drew Ali,,,
Michael Muhammad Knight,,,
Howard Gardner,,,
Neo-Concrete Movement,,,
Janet Ajzenstat,,,
Alan Keyes,,,
Samuel P. Huntington,,,
Charter 77,,,
Václav Havel,,,
Czech philosophy,,,
Prague Spring,,,
Erazim Kohák,,,
Rodney Brooks,,,
Robert Thurman,,,
Hugo Münsterberg,,,
Ernest Nagel,Analytic,Western philosophy,20th-century philosophy
Patrick Suppes,Analytic,Western philosophy,20th-century philosophy
Isaac Levi,Neopragmatism,Western philosophy,Contemporary philosophy
Henry E. Kyburg Jr.,,,
Elizabeth Loftus,,,
John L. Pollock,Analytic,Western philosophy,
Helena Chmura Kraemer,,,
Bruno de Finetti,,,
John Danaher (martial artist),,,
Teddy Seidenfeld,,,
Scott J. Shapiro,,,
Morris Janowitz,,,
Lionel Trilling,,,
Barbara Branden,,,
Steven Novella,,,
Michael Shermer,,,
Scientific skepticism,,,
Harold Lasswell,,,
John Allen Williams,,,
Virginia Bolten,,,
Anarchism in Argentina,,,
Argentine Regional Workers' Federation,,,
Giuseppe Fanelli,,,
Joseph Arch,,,
John Zube,,,
George H. Smith,,,
Wendy McElroy,,,
Jean Guitton,,,
Alfredo Bosi,,,
Antonin Sertillanges,,,
Wayne Hankey,,,
Frederick James Eugene Woodbridge,,,
Wayne C. Booth,,,
Robert M. Pirsig,,,
Leonard Nelson,Neo-Friesian,Western philosophy,20th-century philosophy
Otto Fritz Meyerhof,,,
Ernst Friedrich Apelt,,,
Gerhard Hessenberg,,,
Minna Specht,,,
Paul Bernays,,,
Augustyn Wróblewski,,,
Johann Stephan Pütter,,,
Georg Friedrich von Martens,,,
Gottfried Achenwall,,,
Dietrich Reinkingk,,,
Luigi Taparelli,Thomism,Western philosophy,
Karl Ernst Jarcke,,,
Ernst Ludwig von Gerlach,,,
Guillaume Groen van Prinsterer,,,
Bruno Lanteri,,,
Matteo Liberatore,,,
Matthias Joseph Scheeben,,,
Giuseppe Toniolo,,,
Oswald von Nell-Breuning,,,
P. D. Ouspensky,,,
Predrag Palavestra,,,
School of Names,,,
Natural science,,,
Xu Fuguan,New Confucianism,Chinese philosophy,20th-century philosophy
Tang Chun-i,New Confucianism,Chinese philosophy,20th-century philosophy
Jean-Jacques Burlamaqui,,,
Franz Albert Schultz,,,
Benno Erdmann,,,
Scottish Enlightenment,,,
Johann Georg Heinrich Feder,,,
D. H. Th. Vollenhoven,,,
Herman Dooyeweerd,Reformational philosophy,Western philosophy,20th-century philosophy
Hendrik G. Stoker,,,
Herman Bavinck,,,
B. B. Warfield,,,
Greg Bahnsen,Presuppositionalism,Western philosophy,20th-century philosophy
Richard L. Pratt Jr.,,,
R. J. Rushdoony,,,
Francis Schaeffer,,,
D. A. Carson,,,
Roy A. Clouser,,,
John Murray (theologian),,,
Abdulhakim Arvasi,Sunni Islam,Islamic philosophy,Modern Era
Salih Mirzabeyoğlu,,,
Recep Tayyip Erdoğan,,,
Sezai Karakoç,,,
Cahit Zarifoğlu,,,
Rupert Sheldrake,,,
Keith Campbell (philosopher),,,
David Foster Wallace,,,
Brie Gertler,,,
John Greco (philosopher),,,
Alexander Pruss,Analytic philosophy,Western philosophy,Contemporary philosophy
Michele Marsonet,Analytic,Western philosophy,Contemporary philosophy
John A. Leslie,Analytic philosophy,,Contemporary philosophy
David D. Friedman,,,
Robert S. Welch,,,
Paul Draper (philosopher),,,
Natsume Sōseki,,,
Hideo Kobayashi,,,
Kunio Yanagita,,,
Sophist,,,
Jan Zamoyski,,,
Henry Dudeney,,,
Sam Loyd,,,
Donald Knuth,,,
Raymond Smullyan,,,
John Horton Conway,,,
Persi Diaconis,,,
Ray Hyman,,,
James Randi,,,
Ronald Graham,,,
Dennis Shasha,,,
Ian Stewart (mathematician),,,
Erik Demaine,,,
Pedro Hurtado de Mendoza,,,
Valerianus Magnus,Augustinianism,Western philosophy,17th-century philosophy
Jan Marek Marci,,,
Juan Caramuel y Lobkowitz,Aristotelianism,Western philosophy,17th-century philosophy
Bartholomaeus Nigrinus,,,
Juan Eusebio Nieremberg,,,
John Punch (theologian),,,
Francesco Maria Grimaldi,,,
Antonino Diana,,,
Tommaso Tamburini,,,
Walter Charleton,,,
John de Lugo,,,
Giovanni Ciampoli,,,
Ludovico Antonio Muratori,,,
Maurice Pradines,,,
René Le Senne,,,
Paul Foulquié,,,
Stéphane Lupasco,,,
Cornelio Fabro,,,
Raymond Ruyer,,,
Stanislavs Ladusãns,,,
Tito Livio Ferreira,,,
Andrea Alciato,,,
François Connan,,,
Great Tew,,South East,
Henri-Frédéric Amiel,,,
Herman Tønnessen,,,
Michael A. Smith (philosopher),Analytic philosophy,Western philosophy,Contemporary philosophy
Ber Borochov,,,
Theodor Herzl,,,
Ze'ev Jabotinsky,,,
Berl Katznelson,,,
Nachman Syrkin,,,
Hadith,,,
Brethren of Purity,,,
'Ilm al-huruf,,,
Al-Tabari,,Abbasid Caliphate,Medieval era
Muhammad al-Bukhari,,Abbasid Caliphate,Islamic Golden Age
Abu Talib al-Makki,,,
Muslim ibn al-Hajjaj,,Abbasid Caliphate,Islamic Golden Age
Ibn Khuzayma,,,
Al-Nasa'i,,Abbasid Caliphate,Islamic golden age
Al-Tirmidhi,,Abbasid Caliphate,Islamic golden age
Ibn Abi al-Dunya,,,Abbasid era
Ibn Abi Asim,,Iraq,Islamic golden age
Fiqh,,,
Ibn Quzman,,,
Ahmad Zarruq,,,
Andronicus Contoblacas,,,
Johann Amerbach,,,
Adriano Castellesi,,,
George Hermonymus,,,
Constantine Lascaris,,,
Leonardo da Vinci,,,
Regiomontanus,,,
Theodorus Gaza,,,
George of Trebizond,,,
Janus Lascaris,,,
Demetrios Kydones,Thomism,Western philosophy,Byzantine philosophy
Cosimo de' Medici,,,
Riccoldo da Monte di Croce,,,
Neilos Kabasilas,,,
Prochoros Kydones,,,
Demetrios Chalkokondyles,,,
William Bathe,,,
Wolfgang Ratke,,,
Kazimierz Łyszczyński,,Western philosophy,Age of Enlightenment
Andrzej Nowicki (philosopher),,,20th-century philosophy
Julius Caesar,,,
Quintus Curtius Rufus,,,
Ravi Zacharias,,,21st-century philosophy
Frank Turek,,,
J. Warner Wallace,,,
Andy Stanley,,,
Derwin Gray (defensive back),,,
Hugh Ross (astrophysicist),,,
Jay W. Richards,,,
Tony Evans (pastor),,,
Farabi,Aristotelianism,Islamic philosophy,Islamic Golden Age
Henry of Langenstein,,,
Hugolino of Orvieto,Scholasticism,Western philosophy,Medieval philosophy
Peter Ceffons,,,
Antipope Alexander V,,,
Johann Hiltalinger,,,
Richard FitzRalph,,,
Jan Hus,Hussite,Western philosophy,Renaissance philosophy
William Tyndale,,,
John Wesley,,,
Jerome of Prague,,,Bohemian Reformation
Petr Chelčický,Christian pacifism,Western philosophy,Medieval philosophy
Tomáš Štítný ze Štítného,,,
Waldensian Evangelical Church,,,
Unity of the Brethren (Czech Republic),,Czech Republic,
Moravian Church,,,
Unity of the Brethren Baptists,,,
Simon Saunders,Analytic philosophy,Western philosophy,Contemporary philosophy
Harvey R. Brown,Analytic philosophy,Western philosophy,Contemporary philosophy
Ali,,,
Husayn ibn Ali,,,
Nizami Ganjavi,,,
Ferdowsi,,,
Haji Bektash Veli,,,Medieval
Kockar Ata,,,
Sarı Saltık,,,Late Middle Ages
Magtymguly Pyragy,,,
Idries Shah,,,
Yahya Kemal Beyatlı,,,
Pir Sultan Abdal,,,
Ja'far al-Sadiq,,,Islamic golden age
Dhul-Nun al-Misri,,,
Hallaj,,,Abbasid
Mehmed IV,,,
Mustafa II,,,
Elmas Mehmed Pasha,,,
Stephen Walt,Neorealism,,
John Mearsheimer,Neorealism,,
Robert Jervis,,,
Joseph Nye,,,
Robert Keohane,,,
Robert Gilpin,Realism,Western Philosophy,Contemporary philosophy
Fareed Zakaria,,,
Randall Schweller,Neoclassical realism,,
James Fearon,,,
E. H. Carr,,,
Paul Kennedy,,,
Robert D. Kaplan,Neorealism,,
